iteration,node,k_without_i,candidate_k,vram_without_i_fraction,candidate_vram_fraction,queue_cost,memory_penalty,center_cost_increment,llm_center_cost_raw,verified_center_cost_increment,llm_numeric_within_tolerance,state_hash,state_reused_in_experiment,persistent_cache_hit,compute_impact,vram_impact,semantic_warning,model,latency_ms,resolved_model,prompt_tokens,completion_tokens,total_tokens,attempts,parse_ok
373,18,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,952f04e1de0ba0223acb8ef24813d8ae4468cc321db1377a3a2026bc993ab6fb,1,1,high,high,VRAM load exceeds 0.9 threshold; risk of OOM,deepseek-v4-flash,1218.89841707889,deepseek-v4-flash,326,54,380,1,True
374,34,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,be9233a3f89e0cff1376a5901761935053e2cd4ba17e095f7fc02dbea540c94f,1,1,0.21279529451408244,1.8040301671394308,none,deepseek-v4-flash,1042.4529580632225,deepseek-v4-flash,327,55,382,1,True
375,85,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,7cccc7e80eb4db740b964523ffd327b0d8a1319ffd6d36f942ac9a7699b3f11f,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (0.014187) may cause instability,deepseek-v4-flash,1574.646249995567,deepseek-v4-flash,324,69,393,1,True
376,26,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,1c79164a4f9b6fa6d3c67e84c597c9ee922946b0b98573a40f228c0f5ad1a7c8,0,0,0.21279533900503114,2.109055806846652,High VRAM load increase from 0.8938 to 0.908; consider offloading to reduce memory pressure.,deepseek-v4-flash,1581.9281669100747,deepseek-v4-flash,323,78,401,1,True
377,62,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,7b8267b6078d126c41a6bb472c7d1add61623762efdc2739e16db24283c97826,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1674.1753749083728,deepseek-v4-flash,333,85,418,1,True
378,46,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,b7294ccaa9d29baf9e364c71dcf57b8c0fd5f7c1826200beea87bb7fa1604904,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM risk.",deepseek-v4-flash,1492.6879999693483,deepseek-v4-flash,331,76,407,1,True
379,25,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,bcf28ece743f4d2a879b344ff3bc81c3734d41b9300bc944d5bdb384b7cfd0ee,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1392.8658330114558,deepseek-v4-flash,329,81,410,1,True
380,72,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,1603754ef57691ebb6d099dadff8e4d360e6016dd5977d089e18f56d2700d3c1,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1235.4099999647588,deepseek-v4-flash,323,80,403,1,True
381,70,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,693dd6888607d004748285dec24f6986115f0c0366ddd12b08d36f8b6eb3e74c,1,1,0.21279533900503114,2.109055806846652,high_vram_load,deepseek-v4-flash,1198.5506669152528,deepseek-v4-flash,326,57,383,1,True
382,63,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,eae3563e034bd76228f5b776aed4d20da4b39200adcf3782d0dc5847d0de7e9f,1,1,high,high,"vram_load_fraction exceeds 0.9, risk of OOM",deepseek-v4-flash,1214.1588750528172,deepseek-v4-flash,322,55,377,1,True
383,95,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,47f66ed3861589d233112ccf75ccc2aeed08080326f58240979bfdf638fc6521,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1683.424707967788,deepseek-v4-flash,326,80,406,1,True
384,14,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,6662364b25fdddc6889d70c8f18b1d1dcc4366038afca822e9aea007fceb14bf,0,0,0.21279533900503114,2.109055806846652,High VRAM load increase (0.014188) may cause instability.,deepseek-v4-flash,1335.6998329982162,deepseek-v4-flash,323,68,391,1,True
385,10,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,a825d19537614f0a6571426f466a497fa0de2972f77ed162c77485a1dfa6eb1b,0,0,0.21279533900503114,2.109055806846652,High VRAM load increase from 0.8938 to 0.908; consider offloading to reduce memory pressure.,deepseek-v4-flash,1448.6267500324175,deepseek-v4-flash,323,83,406,1,True
386,10,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,a825d19537614f0a6571426f466a497fa0de2972f77ed162c77485a1dfa6eb1b,1,1,0.21279533900503114,2.109055806846652,High VRAM load increase from 0.8938 to 0.908; consider offloading to reduce memory pressure.,deepseek-v4-flash,1448.6267500324175,deepseek-v4-flash,323,83,406,1,True
387,38,64,65,0.9079999999999998,0.9221874999999998,0.21279538603826303,2.465655218752112,2.678450604790375,2.678450604790375,2.678450604790375,1,55f2835e621755340ef6cefd634d1f0abcb5feadf10f4f2cfdd56181cd009784,0,0,0.21279538603826303,2.465655218752112,none,deepseek-v4-flash,1378.5774999996647,deepseek-v4-flash,326,54,380,1,True
388,72,64,65,0.9079999999999998,0.9221874999999998,0.21279538603826303,2.465655218752112,2.678450604790375,2.678450604790375,2.678450604790375,1,addbac53ba680b1a5096aa3edb3c263283ff9bad1e7f4840e600d5d1814b4969,0,0,increase,increase,none,deepseek-v4-flash,1016.3380829617381,deepseek-v4-flash,323,41,364,1,True
389,26,64,65,0.9079999999999998,0.9221874999999998,0.21279538603826303,2.465655218752112,2.678450604790375,2.678450604790375,2.678450604790375,1,215e2db84f56931de879e591bc27a8297d8cc683688cf922d3383163479aebad,0,0,0.21279538603826303,2.465655218752112,none,deepseek-v4-flash,1102.6067499769852,deepseek-v4-flash,323,54,377,1,True
390,58,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,549204374ef904b7ce1d0ab43598f7c4d1987548b22c93a9ad7a3a88620f5d74,0,0,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM.",deepseek-v4-flash,1289.1609999351203,deepseek-v4-flash,327,80,407,1,True
391,27,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,1fc7484823bfdd447a38153e7a1c6e98cab496f207889f72120ae6ab74ab99c7,0,0,0.21279533900503114,2.109055806846652,High VRAM load increase may cause OOM risk,deepseek-v4-flash,1362.498499918729,deepseek-v4-flash,323,63,386,1,True
392,85,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,eded62dba9ff6db62e10746fe408a8fd0dd71a3176c801e7698c8bd8a115fc9e,0,0,high,high,vram_load_fraction exceeds 0.9 threshold,deepseek-v4-flash,1341.428333078511,deepseek-v4-flash,322,51,373,1,True
393,8,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,8947b782d1f5fbcb063f6bcd48819aab35ca5c1b1a757752e2f840ff5bdf9ea0,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1476.739834062755,deepseek-v4-flash,323,80,403,1,True
394,26,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,1c79164a4f9b6fa6d3c67e84c597c9ee922946b0b98573a40f228c0f5ad1a7c8,1,1,0.21279533900503114,2.109055806846652,High VRAM load increase from 0.8938 to 0.908; consider offloading to reduce memory pressure.,deepseek-v4-flash,1581.9281669100747,deepseek-v4-flash,323,78,401,1,True
395,11,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,b5d53fc2b8e7be650e87f3a9348de9cd4a8b6d7cc8db1b64cbe6bf4c6811b3f6,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause instability,deepseek-v4-flash,1318.9678329508752,deepseek-v4-flash,325,63,388,1,True
396,32,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,bde28ca866174f86f11f1a79570bfba8e8ea7e356f58bb21aa0da9df41e95dce,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (from 0.8796 to 0.8938) may cause instability.,deepseek-v4-flash,1685.6239159824327,deepseek-v4-flash,325,78,403,1,True
397,23,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,bd25d972898074363f598247b604a78c3062d90f461fc51f4bc90b5be2c55bff,1,1,0.21279533900503114,2.109055806846652,High VRAM load increase may cause OOM risk,deepseek-v4-flash,1280.3299999795854,deepseek-v4-flash,326,63,389,1,True
398,90,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,8dc9630a6ece1297c9313b04fdeb6ecb6361fd6fbcb8a4d7d508a4b6e34f8f05,0,0,increase,increase,high_vram_load,deepseek-v4-flash,1243.1090829195455,deepseek-v4-flash,326,44,370,1,True
399,95,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,47f66ed3861589d233112ccf75ccc2aeed08080326f58240979bfdf638fc6521,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1683.424707967788,deepseek-v4-flash,326,80,406,1,True
400,24,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,9901bb4e147849983fe8bb93cbdcd7fdb2a29ce7450b97f335adb5015baf88fa,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (from 0.8796 to 0.8938) may cause instability.,deepseek-v4-flash,1513.1889999611303,deepseek-v4-flash,325,78,403,1,True
401,87,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,597e372bd8d28f0651e9d34dd65c7aaa10276860ff1a208e616346b3ea612330,1,1,increase,increase,high congestion and vram load,deepseek-v4-flash,1225.2542909700423,deepseek-v4-flash,326,46,372,1,True
402,71,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,de9f84edd8a33071ec0acc2e958273defd2d9c4083358ada1ca527c35f7800a7,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.879625 to 0.893812; consider offloading to reduce memory pressure.,deepseek-v4-flash,1612.7568329684436,deepseek-v4-flash,330,85,415,1,True
403,43,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,7272d750aefc0517a4d191e82ee7ad8f6ff1e578a6bbd261f0fead8581d42473,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1733.852875069715,deepseek-v4-flash,325,85,410,1,True
404,1,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,86e95f3868f7679911abdeb3f3effc729ccd84fe6efceccb24aef3da93d90f61,1,1,0.21279529451408244,1.8040301671394308,High VRAM load fraction (0.8938) may cause OOM; consider offloading.,deepseek-v4-flash,1263.3746669162065,deepseek-v4-flash,333,79,412,1,True
405,49,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,cc1a2f2b3818e7155a94baeb81ff5796c12626f6e8cbdfc2a8a702a4fc7e1da0,0,0,0.21279525236471444,1.5431193586172167,none,deepseek-v4-flash,1176.9751670071855,deepseek-v4-flash,328,56,384,1,True
406,0,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,86755ecbff45cef5591169e78ce32e9076a63b473e4894da6c344d7d81f7bf7a,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase (from 0.865 to 0.880) may cause instability.,deepseek-v4-flash,1405.8129580225796,deepseek-v4-flash,325,76,401,1,True
407,61,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,e902880c03c943560847c3d2053ba1170955d44c4f173eff632f648de087a4a8,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1944.9569580610842,deepseek-v4-flash,324,80,404,1,True
408,23,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,0adab3a0f8f071a2f272a2308d01fed1049aa6cfabaf990371bdc9be49df452f,0,0,0.21279529451408244,1.8040301671394308,High VRAM load may cause OOM; consider offloading.,deepseek-v4-flash,1561.37220794335,deepseek-v4-flash,328,68,396,1,True
409,95,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,a26aff42bab267f0f18c5c31a55b8af1bc0f4bdb32fb6c13b536761d73cb151b,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1697.9693750618026,deepseek-v4-flash,328,85,413,1,True
410,69,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,16b78db00a6d3f1ef89b56dd0831621c4408beb9e73a44745b0d19d68b0fc4f0,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1990.0021669454873,deepseek-v4-flash,324,80,404,1,True
411,29,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,a388001378f79217c9312c72ec943094a3b22a921b0b4b3ca73202700f240089,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1411.1244169762358,deepseek-v4-flash,324,63,387,1,True
412,32,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,f9a2542501125ca57b304fbca280851d50ebbc62ce15b074a0af4c3713865297,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1635.4877079138532,deepseek-v4-flash,325,80,405,1,True
413,2,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,5790df499226013bf7631ca75069c2ffe3326726e9ae9882d46ec410fe72b458,1,1,0.21279529451408244,1.8040301671394308,High VRAM load may cause instability,deepseek-v4-flash,1370.651665958576,deepseek-v4-flash,324,62,386,1,True
414,60,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,7572d6e6edfd82c149ece1f4729c4680ecc426b64965a0296d3d270df28cf42d,0,0,0.21279529451408244,1.8040301671394308,none,deepseek-v4-flash,1210.3657920379192,deepseek-v4-flash,328,56,384,1,True
415,6,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,43f66d438043455ac200fc330c3a39ccf3361e2d3f8c091b49b4ae5e776d206d,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1664.8465840844437,deepseek-v4-flash,328,81,409,1,True
416,63,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,eae3563e034bd76228f5b776aed4d20da4b39200adcf3782d0dc5847d0de7e9f,1,1,high,high,"vram_load_fraction exceeds 0.9, risk of OOM",deepseek-v4-flash,1214.1588750528172,deepseek-v4-flash,322,55,377,1,True
417,25,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,bcf28ece743f4d2a879b344ff3bc81c3734d41b9300bc944d5bdb384b7cfd0ee,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1392.8658330114558,deepseek-v4-flash,329,81,410,1,True
418,44,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,dc1ec0819d591b117b530b6935fa601d73c13ee03e6efb6a6d78b896f49fe16a,0,0,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1427.2222500294447,deepseek-v4-flash,327,80,407,1,True
419,16,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,8fa95afdf14aa0fcece04bc4e102ae1cf97f57812b9c5e434a5a95c36d1e492d,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1286.941041937098,deepseek-v4-flash,323,80,403,1,True
420,76,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,ecfd55c10822f4df642b909b443544a1cb011bf58ed87dc6e7687fee89a41880,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause instability,deepseek-v4-flash,1397.7422500029206,deepseek-v4-flash,328,63,391,1,True
421,43,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,3b7f494006c50e2ce70efc1718be76dc0271a66fd4069374d15a5698ef9203ba,0,0,0.21279533900503114,2.109055806846652,high_vram_load,deepseek-v4-flash,1212.3697920469567,deepseek-v4-flash,323,57,380,1,True
422,50,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,30595f15f6bc4b00cd9a7ee664eb5996456c344b08d5e09c3d63f75872d9b065,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1570.960000040941,deepseek-v4-flash,330,81,411,1,True
423,28,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,bf2e4702d7c5ee02e53c8fe2029eee0d58411a770bc61fa6e0fe0a3e1578403d,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1609.7409999929368,deepseek-v4-flash,328,85,413,1,True
424,33,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,342160d42a5c70510fa919117c590d6edb41bdf3452719a4486b9899f316dba6,1,1,0.21279529451408244,1.8040301671394308,"High VRAM load increase from 0.8796 to 0.8938, may cause instability.",deepseek-v4-flash,1474.8014999786392,deepseek-v4-flash,328,81,409,1,True
425,53,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,2674690f3bc22644b139d68013ce35beae22b4eaa09428498da0dfd01b6708bf,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM.",deepseek-v4-flash,1204.0451250504702,deepseek-v4-flash,323,80,403,1,True
426,94,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,5e896ce16f354b8b5dddf77144638c31a2d3c55a1007338a6fb09cc4661f473c,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1440.6825839541852,deepseek-v4-flash,325,81,406,1,True
427,54,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,6d704f8216a8d1f4a84f65327aaa4b0148ec4f9bf62ae95302cfd64c290c5cea,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause OOM risk,deepseek-v4-flash,1529.6209999360144,deepseek-v4-flash,324,65,389,1,True
428,11,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,b5d53fc2b8e7be650e87f3a9348de9cd4a8b6d7cc8db1b64cbe6bf4c6811b3f6,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause instability,deepseek-v4-flash,1318.9678329508752,deepseek-v4-flash,325,63,388,1,True
429,23,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,bd25d972898074363f598247b604a78c3062d90f461fc51f4bc90b5be2c55bff,1,1,0.21279533900503114,2.109055806846652,High VRAM load increase may cause OOM risk,deepseek-v4-flash,1280.3299999795854,deepseek-v4-flash,326,63,389,1,True
430,92,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,25a69ed93ceaf4c2dc65a2bc9e0ab269b455ed7ebf0ebbe9789767edbececbbc,1,1,increase,increase,high_vram_load,deepseek-v4-flash,1089.5641669631004,deepseek-v4-flash,326,44,370,1,True
431,55,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,c7343e1bddf53c9cf9afc98fc8a1697f9ac9de8ef91b99136b4c1c3dc4b70561,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (from 0.8796 to 0.8938) may cause instability.,deepseek-v4-flash,1385.9264169586822,deepseek-v4-flash,325,78,403,1,True
432,10,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,d7e68557127037c75b291635a28568ccb8b7e7e8b1d7fe9a60e111ff0030c449,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause instability,deepseek-v4-flash,1388.124083983712,deepseek-v4-flash,325,63,388,1,True
433,43,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,3b7f494006c50e2ce70efc1718be76dc0271a66fd4069374d15a5698ef9203ba,1,1,0.21279533900503114,2.109055806846652,high_vram_load,deepseek-v4-flash,1212.3697920469567,deepseek-v4-flash,323,57,380,1,True
434,38,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,0cbe81dd0fb3c365d3b2e40e03428f90e8c5858dafe770a309502f869659f075,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1426.7518339911476,deepseek-v4-flash,326,80,406,1,True
435,53,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,2674690f3bc22644b139d68013ce35beae22b4eaa09428498da0dfd01b6708bf,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM.",deepseek-v4-flash,1204.0451250504702,deepseek-v4-flash,323,80,403,1,True
436,59,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,0c96143e459783e0b3dc95a190dd22cde154afea742ade10d03938511cc85044,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1541.8022500816733,deepseek-v4-flash,333,81,414,1,True
437,82,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,ac48b72ad804fa66582f34fb4e76c0ce1800242ae1c4c98e6adb3046d7534621,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1564.500708016567,deepseek-v4-flash,325,81,406,1,True
438,53,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,2674690f3bc22644b139d68013ce35beae22b4eaa09428498da0dfd01b6708bf,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM.",deepseek-v4-flash,1204.0451250504702,deepseek-v4-flash,323,80,403,1,True
439,49,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,fe6bc5799a149aa5f5ba4f9a756b132713d32fe246a3622809515c71d49f6bca,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause instability,deepseek-v4-flash,1263.6534159537405,deepseek-v4-flash,328,63,391,1,True
440,59,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,0c96143e459783e0b3dc95a190dd22cde154afea742ade10d03938511cc85044,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1541.8022500816733,deepseek-v4-flash,333,81,414,1,True
441,3,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,706b413721cbf2d6cec51a2591a3657372a46a6b38bcb610eb16b92b20443530,1,1,0.21279529451408244,1.8040301671394308,none,deepseek-v4-flash,1195.8431670209393,deepseek-v4-flash,325,55,380,1,True
442,16,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,8fa95afdf14aa0fcece04bc4e102ae1cf97f57812b9c5e434a5a95c36d1e492d,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1286.941041937098,deepseek-v4-flash,323,80,403,1,True
